artifact_name,project_name,metric_name,sample_date,amount
contracts,third-web,GITHUB_active_developers_monthly,2022-10-01,2
verilog_tools,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
verilog_tools,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
smart_wallet_demo,third-web,GITHUB_active_developers_monthly,2023-09-01,1
macroni,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
python-sdk,third-web,GITHUB_active_developers_monthly,2023-03-01,2
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2023-03-01,7
circuitous,trailofbits,GITHUB_active_developers_monthly,2023-09-01,3
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2023-03-01,2
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
k-editor-support,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2023-08-01,3
terraform-aws-rds-aws-ftr,third-web,GITHUB_active_developers_monthly,2023-06-01,1
engine,third-web,GITHUB_active_developers_monthly,2023-12-01,5
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,2
k-pldi-tutorial,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,2
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,5
deepstate,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,3
fairyringclient,fairblock,GITHUB_active_developers_monthly,2023-06-01,1
cvedb,trailofbits,GITHUB_active_developers_monthly,2023-06-01,2
blockchain-challenge-utils,rather_labs,GITHUB_active_developers_monthly,2023-06-01,1
sholva,trailofbits,GITHUB_active_developers_monthly,2023-06-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2023-08-01,2
kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-08-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,1
program-admin,pyth-network,GITHUB_active_developers_monthly,2023-06-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2023-06-01,2
privacyraven,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2023-09-01,5
publications,trailofbits,GITHUB_active_developers_monthly,2023-09-01,3
web3-grants-milestones,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2023-03-01,2
dmarc,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
docs,third-web,GITHUB_active_developers_monthly,2023-09-01,8
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2023-12-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,2
proof-generation,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,3
insights,opensource-observer,GITHUB_active_developers_monthly,2023-12-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2023-12-01,4
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,1
maude,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,1
redstone-custom-urls-manifest-updater,redstone-finance,GITHUB_active_developers_monthly,2023-12-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,3
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,1
macroni,trailofbits,GITHUB_active_developers_monthly,2023-12-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,1
khoon,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,1
doc.zk-evm,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,1
macroni,trailofbits,GITHUB_active_developers_monthly,2023-08-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2023-11-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,3
canto-showroom,redstone-finance,GITHUB_active_developers_monthly,2023-02-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2023-02-01,1
dynamic-contracts,third-web,GITHUB_active_developers_monthly,2023-03-01,1
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,5
audit-reports,pyth-network,GITHUB_active_developers_monthly,2022-10-01,1
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-03-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2023-12-01,1
contracts,third-web,GITHUB_active_developers_monthly,2023-12-01,1
syndicate-node,syndicateprotocol,GITHUB_active_developers_monthly,2023-12-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2023-12-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,3
ethers-rs,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2023-08-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-02-01,2
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
zkdocs,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
audit-reports,pyth-network,GITHUB_active_developers_monthly,2023-03-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2023-03-01,4
sv_circuit,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
rv-toolkit-docs,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,1
docs,third-web,GITHUB_active_developers_monthly,2023-03-01,7
publications,trailofbits,GITHUB_active_developers_monthly,2023-06-01,3
cast_checks,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,3
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2023-06-01,1
hs-backend-booster,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,4
blight,trailofbits,GITHUB_active_developers_monthly,2023-06-01,2
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2023-11-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2023-02-01,2
pyth-js,pyth-network,GITHUB_active_developers_monthly,2023-02-01,2
bpf_tutorials_code,trailofbits,GITHUB_active_developers_monthly,2023-02-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
zksync-tutorial-stable-price-marketplace,redstone-finance,GITHUB_active_developers_monthly,2023-09-01,1
graphtage,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
python-project-template,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,2
k,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2023-03-01,1
distributedibe,fairblock,GITHUB_active_developers_monthly,2023-12-01,1
oso,opensource-observer,GITHUB_active_developers_monthly,2023-12-01,3
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-12-01,6
pasta,trailofbits,GITHUB_active_developers_monthly,2023-12-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2023-12-01,1
nftminterscript,wakeuplabs,GITHUB_active_developers_monthly,2023-06-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2023-03-01,2
sholva,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
circuitous-benchmarks,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,1
circomspect,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,4
polyfile,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,3
pyth-js,pyth-network,GITHUB_active_developers_monthly,2023-03-01,2
js,third-web,GITHUB_active_developers_monthly,2023-11-01,13
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2023-11-01,3
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2023-11-01,1
py-wasm,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-02-01,3
erc7412,redstone-finance,GITHUB_active_developers_monthly,2023-11-01,2
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,2
mir-semantics-compiletest,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,1
rfg1-optimism,wakeuplabs,GITHUB_active_developers_monthly,2023-12-01,2
docs,third-web,GITHUB_active_developers_monthly,2023-12-01,5
pyth-client,pyth-network,GITHUB_active_developers_monthly,2023-06-01,3
docs,third-web,GITHUB_active_developers_monthly,2023-06-01,12
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,1
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2023-06-01,3
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-06-01,8
cast_checks,trailofbits,GITHUB_active_developers_monthly,2023-08-01,1
based,third-web,GITHUB_active_developers_monthly,2023-08-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2023-08-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2023-11-01,8
charts,pyth-network,GITHUB_active_developers_monthly,2023-11-01,1
ercx-vscode,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2023-11-01,2
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2023-02-01,2
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2023-02-01,3
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2023-12-01,3
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2023-12-01,2
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,3
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-09-01,6
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2023-12-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2023-12-01,1
http-security,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
hs-backend-booster,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,4
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2023-12-01,1
defillama-server,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,1
.github,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2023-12-01,7
support-discord-bot,third-web,GITHUB_active_developers_monthly,2023-12-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,3
minimal-foundry-repo,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2023-06-01,3
fairyringclient,fairblock,GITHUB_active_developers_monthly,2023-12-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2023-06-01,3
widgets,third-web,GITHUB_active_developers_monthly,2023-06-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-08-01,5
graphtage,trailofbits,GITHUB_active_developers_monthly,2023-08-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2023-11-01,2
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,1
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2023-11-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2023-11-01,2
circomspect,trailofbits,GITHUB_active_developers_monthly,2023-11-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2023-11-01,16
widgets,third-web,GITHUB_active_developers_monthly,2023-02-01,1
syndicate-node,syndicateprotocol,GITHUB_active_developers_monthly,2023-11-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,5
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2023-09-01,1
k-editor-support,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
proof-generation,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,1
ercx-vscode,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,1
fairyring,fairblock,GITHUB_active_developers_monthly,2023-12-01,2
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2023-09-01,1
sv_circuit,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2023-12-01,2
nyc-infosec,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2023-12-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2023-06-01,1
gitbook-kevm,runtimeverification,GITHUB_active_developers_monthly,2023-06-01,1
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2023-06-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2023-11-01,2
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2023-11-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,2
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2023-11-01,2
beacon,pyth-network,GITHUB_active_developers_monthly,2023-11-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,3
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-11-01,2
contracts,third-web,GITHUB_active_developers_monthly,2023-02-01,4
pasta,trailofbits,GITHUB_active_developers_monthly,2023-02-01,1
polyfile,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
tofn,fairblock,GITHUB_active_developers_monthly,2023-12-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2023-12-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2023-12-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2023-12-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2023-12-01,2
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2023-12-01,3
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-12-01,2
necessist,trailofbits,GITHUB_active_developers_monthly,2023-12-01,2
smart_wallet_demo,third-web,GITHUB_active_developers_monthly,2023-06-01,1
fairblock.github.io,fairblock,GITHUB_active_developers_monthly,2023-12-01,1
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,3
kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,4
pasta,trailofbits,GITHUB_active_developers_monthly,2023-11-01,1
support-discord-bot,third-web,GITHUB_active_developers_monthly,2023-11-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2023-08-01,1
governance-ui,pyth-network,GITHUB_active_developers_monthly,2023-11-01,2
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-11-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2023-11-01,7
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2023-02-01,1
python-project-template,runtimeverification,GITHUB_active_developers_monthly,2023-02-01,2
polyfile,trailofbits,GITHUB_active_developers_monthly,2023-05-01,2
rv-toolkit-docs,runtimeverification,GITHUB_active_developers_monthly,2023-02-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
fairyringclient,fairblock,GITHUB_active_developers_monthly,2023-10-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2023-10-01,2
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-05-01,2
mir-semantics-compiletest,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,2
docs,third-web,GITHUB_active_developers_monthly,2023-01-01,3
go-sdk,third-web,GITHUB_active_developers_monthly,2023-05-01,1
llvm-project,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
dynamic-contracts,third-web,GITHUB_active_developers_monthly,2023-07-01,2
polytracker,trailofbits,GITHUB_active_developers_monthly,2023-02-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2023-07-01,2
