artifact_name,project_name,metric_name,sample_date,amount
necessist,trailofbits,GITHUB_active_developers_monthly,2023-05-01,2
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2023-02-01,5
redstone-mock-prices,redstone-finance,GITHUB_active_developers_monthly,2023-05-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2023-05-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-05-01,3
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-02-01,4
vast-checker,trailofbits,GITHUB_active_developers_monthly,2023-05-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,3
widgets,third-web,GITHUB_active_developers_monthly,2023-05-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2023-10-01,2
defillama-server,redstone-finance,GITHUB_active_developers_monthly,2023-10-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2023-07-01,1
docs,third-web,GITHUB_active_developers_monthly,2023-07-01,11
js,third-web,GITHUB_active_developers_monthly,2023-07-01,16
publications,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
upload-release.nix,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,1
krf,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
go-fuzz-utils,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
docs,third-web,GITHUB_active_developers_monthly,2023-04-01,10
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2023-04-01,4
ozdefender-autotask,third-web,GITHUB_active_developers_monthly,2023-05-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-05-01,9
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2023-02-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-05-01,4
publications,trailofbits,GITHUB_active_developers_monthly,2023-05-01,4
documentation,pyth-network,GITHUB_active_developers_monthly,2023-05-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2023-05-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2023-05-01,5
protofuzz,trailofbits,GITHUB_active_developers_monthly,2023-02-01,1
built-on-thirdweb,third-web,GITHUB_active_developers_monthly,2023-02-01,1
ozdefender-autotask,third-web,GITHUB_active_developers_monthly,2023-04-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2023-04-01,3
ebpf-common,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
rpcinvestigator,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
support-discord-bot,third-web,GITHUB_active_developers_monthly,2023-04-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
redstone-cache-layer-integration-test-utils,redstone-finance,GITHUB_active_developers_monthly,2023-10-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2023-04-01,2
macroni,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2023-01-01,1
iele-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
rubysec,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
club-irl,third-web,GITHUB_active_developers_monthly,2023-01-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,3
graphtage,trailofbits,GITHUB_active_developers_monthly,2023-01-01,2
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2023-01-01,2
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2023-01-01,1
gitbook-home,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-07-01,9
vlsm,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,4
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2023-07-01,2
sholva,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
zkdocs,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
circuitous-benchmarks,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2023-10-01,5
js,third-web,GITHUB_active_developers_monthly,2023-10-01,14
publications,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,2
pyth-sdk-js,pyth-network,GITHUB_active_developers_monthly,2023-01-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2023-01-01,3
oso,opensource-observer,GITHUB_active_developers_monthly,2023-10-01,3
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2023-07-01,3
k,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,1
audit-reports,pyth-network,GITHUB_active_developers_monthly,2023-07-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2023-07-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2023-01-01,3
governance,pyth-network,GITHUB_active_developers_monthly,2023-10-01,1
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
proof-generation,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,2
k-pldi-tutorial,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,1
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2023-10-01,2
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-10-01,5
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2023-01-01,2
python-sdk,third-web,GITHUB_active_developers_monthly,2023-07-01,1
circomspect,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
circuitous,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
contracts,third-web,GITHUB_active_developers_monthly,2023-01-01,2
vlsm,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,5
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2023-04-01,2
governance-ui,pyth-network,GITHUB_active_developers_monthly,2023-10-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2023-10-01,2
beacon,pyth-network,GITHUB_active_developers_monthly,2023-10-01,1
z3-images,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-04-01,8
maat,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
docs,third-web,GITHUB_active_developers_monthly,2023-10-01,10
contracts,third-web,GITHUB_active_developers_monthly,2023-10-01,3
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2023-10-01,1
k-pldi-tutorial,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,1
widgets,third-web,GITHUB_active_developers_monthly,2023-04-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-01-01,4
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-07-01,5
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,1
cast2gif,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
example-publisher,pyth-network,GITHUB_active_developers_monthly,2023-10-01,1
support-discord-bot,third-web,GITHUB_active_developers_monthly,2023-10-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
issisp-2018,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2023-01-01,2
go-sdk,third-web,GITHUB_active_developers_monthly,2023-04-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2023-10-01,1
empirehacking.nyc,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2023-04-01,1
gitbook-home,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,2
kontrol-tutorial,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2023-07-01,2
homebrew-tools,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
.github,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
widgets,third-web,GITHUB_active_developers_monthly,2023-01-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2023-10-01,2
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2023-01-01,3
maat,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
redstone-3-models-dex-example,redstone-finance,GITHUB_active_developers_monthly,2023-07-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2023-01-01,1
ebpfault,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,1
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2023-07-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2023-07-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,2
ssh-agent,redstone-finance,GITHUB_active_developers_monthly,2023-10-01,1
k-tutorial-atva-2023,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,2
grants-program,rather_labs,GITHUB_active_developers_monthly,2023-01-01,1
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2023-01-01,2
necessist,trailofbits,GITHUB_active_developers_monthly,2023-01-01,2
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2023-01-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2023-07-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
program-admin,pyth-network,GITHUB_active_developers_monthly,2023-01-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,4
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,3
divergent-representations,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
hs-backend-booster,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,4
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-04-01,4
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2023-04-01,2
twa,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
windows-acl,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
zkdocs,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,3
bpf_tutorials_code,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
gmx-contracts,redstone-finance,GITHUB_active_developers_monthly,2023-04-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,2
program-admin,pyth-network,GITHUB_active_developers_monthly,2023-04-01,1
redstone-oracle-monitoring,redstone-finance,GITHUB_active_developers_monthly,2023-04-01,1
ebpfpub,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2023-04-01,5
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2023-10-01,2
ercx-vscode,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,4
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2023-04-01,10
mishegos,trailofbits,GITHUB_active_developers_monthly,2023-04-01,2
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2023-04-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2023-04-01,2
stable-price-marketplace,redstone-finance,GITHUB_active_developers_monthly,2023-04-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,4
charts,pyth-network,GITHUB_active_developers_monthly,2023-10-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,2
pasta,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,4
kup,runtimeverification,GITHUB_active_developers_monthly,2023-10-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,3
example-publisher,pyth-network,GITHUB_active_developers_monthly,2023-04-01,1
indurative,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
deepstate,trailofbits,GITHUB_active_developers_monthly,2023-04-01,2
pegoat,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,1
python-project-template,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,1
weggli-native,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
eslint-config-rv-web-nestjs,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,1
sholva,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
syndicate-node,syndicateprotocol,GITHUB_active_developers_monthly,2023-10-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,2
blight,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
cast_checks,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-07-01,1
pocs-standard-vaults-contracts,rather_labs,GITHUB_active_developers_monthly,2023-01-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2023-07-01,1
examples,third-web,GITHUB_active_developers_monthly,2023-01-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2023-01-01,1
kavm-demo,runtimeverification,GITHUB_active_developers_monthly,2023-01-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
winchecksec,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2023-04-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2023-04-01,8
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,3
linuxevents,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,4
circomspect,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
js,third-web,GITHUB_active_developers_monthly,2023-04-01,8
vast,trailofbits,GITHUB_active_developers_monthly,2023-04-01,2
kup,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,2
contracts,third-web,GITHUB_active_developers_monthly,2023-04-01,3
necessist,trailofbits,GITHUB_active_developers_monthly,2023-04-01,2
vast-www,trailofbits,GITHUB_active_developers_monthly,2023-10-01,1
winchecksec-scan,trailofbits,GITHUB_active_developers_monthly,2023-04-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-04-01,4
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2023-04-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-09-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
bdjuno,fairblock,GITHUB_active_developers_monthly,2024-03-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,5
vscode-sarif-explorer,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
it-depends,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
automerge,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
governance-ui,pyth-network,GITHUB_active_developers_monthly,2024-03-01,2
cairo-vm,walnuthq,GITHUB_active_developers_monthly,2024-03-01,1
lms-go,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
homebrew-tools,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
keplr-chain-registry,fairblock,GITHUB_active_developers_monthly,2024-03-01,1
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
eas-proxy,passportxyz,GITHUB_active_developers_monthly,2024-10-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,3
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-03-01,2
homebrew-brew-verify,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
pyk,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,6
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
uptime-kuma,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
documentation,pyth-network,GITHUB_active_developers_monthly,2024-10-01,7
governance,pyth-network,GITHUB_active_developers_monthly,2024-10-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
weggli-native,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
defillama-server,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
wordchain-v2,syndicateprotocol,GITHUB_active_developers_monthly,2024-03-01,1
vast-llvm-test-suite,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,1
simbolik-examples,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
cosmos-sdk,fairblock,GITHUB_active_developers_monthly,2024-10-01,1
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-10-01,1
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,2
build-wrap,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
engine,third-web,GITHUB_active_developers_monthly,2024-10-01,3
necessist,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
governance,pyth-network,GITHUB_active_developers_monthly,2024-03-01,6
are-we-pep740-yet,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-03-01,1
scala-kore,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,2
engine,third-web,GITHUB_active_developers_monthly,2024-03-01,3
example-publisher,pyth-network,GITHUB_active_developers_monthly,2024-03-01,2
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
price-feeds-metadata,pyth-network,GITHUB_active_developers_monthly,2024-12-01,1
angrop,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
passport,passportxyz,GITHUB_active_developers_monthly,2024-12-01,3
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-12-01,1
decree,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
oso,opensource-observer,GITHUB_active_developers_monthly,2024-03-01,3
insights,opensource-observer,GITHUB_active_developers_monthly,2024-03-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,4
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
arlocal,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
direct-payments-example,third-web,GITHUB_active_developers_monthly,2024-10-01,1
redstone-fuel-sdk,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,3
blight,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-10-01,1
docs-v2,third-web,GITHUB_active_developers_monthly,2024-03-01,9
kontrol-demo,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
sharegenerationclient,fairblock,GITHUB_active_developers_monthly,2024-10-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-03-01,3
ruzzy,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,5
direct-payments-example,third-web,GITHUB_active_developers_monthly,2024-12-01,1
direct-payments-example,third-web,GITHUB_active_developers_monthly,2024-09-01,1
op-geth,fairblock,GITHUB_active_developers_monthly,2024-12-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-12-01,2
ember,ember-shahankhatch,GITHUB_active_developers_monthly,2024-12-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
passport-scorer,passportxyz,GITHUB_active_developers_monthly,2024-12-01,3
polytracker,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
empirehacking.nyc,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
nyc-infosec,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
fairyring,fairblock,GITHUB_active_developers_monthly,2024-03-01,3
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-09-01,10
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-09-01,3
blockifier,walnuthq,GITHUB_active_developers_monthly,2024-09-01,1
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
it-depends,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
pyth-examples,pyth-network,GITHUB_active_developers_monthly,2024-12-01,3
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-03-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-03-01,10
fairyringclient,fairblock,GITHUB_active_developers_monthly,2024-03-01,1
ml-file-formats,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2024-03-01,3
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-03-01,1
_kaas_lidofinance_dual-governance,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
passport,passportxyz,GITHUB_active_developers_monthly,2024-10-01,5
redstone-mock-prices,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
id-staking,passportxyz,GITHUB_active_developers_monthly,2024-10-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-03-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
fairblock-rust,fairblock,GITHUB_active_developers_monthly,2024-10-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-03-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2024-03-01,13
build-wrap,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
imp-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,2
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-03-01,1
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-12-01,10
arbitrumcontracts,fairblock,GITHUB_active_developers_monthly,2024-12-01,1
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-12-01,5
ember-stylus,ember-shahankhatch,GITHUB_active_developers_monthly,2024-12-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2024-12-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
pypi-attestations,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
modular-contracts,third-web,GITHUB_active_developers_monthly,2024-10-01,1
kontrol-cheatcodes,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
contracts,third-web,GITHUB_active_developers_monthly,2024-10-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
redstone-prototypes,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
signatures,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
celo-progressive-dapp-starter,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,7
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,2
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,2
awesome-oso,opensource-observer,GITHUB_active_developers_monthly,2024-10-01,2
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,2
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
radix-connector-demo,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
fickling,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
minimal-foundry-repo,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,3
necessist,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2024-10-01,6
contracts-pay-gateway,third-web,GITHUB_active_developers_monthly,2024-10-01,1
insight,third-web,GITHUB_active_developers_monthly,2024-10-01,3
mishegos,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
contracts,third-web,GITHUB_active_developers_monthly,2024-03-01,3
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
_kaas_lidofinance_dual-governance,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
